price,area,Location,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
4340000,1905,Malad West,5,1,2,no,no,yes,no,no,0,no,semi-furnished
4340000,4075,Chembur Shell Colony,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished
4340000,3500,Central Avenue,4,1,2,yes,no,no,no,no,2,no,furnished
4340000,6450,Chembur East,4,1,2,yes,no,no,no,no,0,no,semi-furnished
4319000,4032,Diamond Market Road,2,1,1,yes,no,yes,no,no,0,no,furnished
4305000,4400,Mulund,2,1,1,yes,no,no,no,no,1,no,semi-furnished
4305000,10360,Mulund,2,1,1,yes,no,no,no,no,1,yes,semi-furnished
4277000,3400,Nalasopara West,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished
4270000,6360,raheja vihar,2,1,1,yes,no,no,no,no,0,no,furnished
4270000,6360,raheja vihar,2,1,2,yes,no,no,no,no,0,no,unfurnished
4270000,4500,Powai Lake,2,1,1,yes,no,no,no,yes,2,no,furnished
4270000,2175,MHADA Colony 20,3,1,2,no,yes,yes,no,yes,0,no,unfurnished
4270000,4360,Goregaon East,4,1,2,yes,no,no,no,no,0,no,furnished
4270000,7770,Tolaram Colony,2,1,1,yes,no,no,no,no,1,no,furnished
4235000,6650,Tolaram Colony,3,1,2,yes,yes,no,no,no,0,no,semi-furnished
4235000,2787,Taloja,3,1,1,yes,no,yes,no,no,0,yes,furnished
4200000,5500,Thane West,3,1,2,yes,no,no,no,yes,0,no,unfurnished
4200000,5040,Vangani,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
4200000,5850,Sector 20 Kharghar,2,1,1,yes,yes,yes,no,no,2,no,semi-furnished
4200000,2610,Sector 5 Ulwe,4,3,2,no,no,no,no,no,0,no,semi-furnished
4200000,2953,Sector12 New Panvel,3,1,2,yes,no,yes,no,yes,0,no,unfurnished
4200000,2747,Sector 17 Ulwe,4,2,2,no,no,no,no,no,0,no,semi-furnished
4200000,4410,Sector 17 Ulwe,2,1,1,no,no,no,no,no,1,no,unfurnished
4200000,4000,Sector9 Kamothe,4,2,2,no,no,no,no,no,0,no,semi-furnished
4200000,2325,Sector 19 Kharghar,3,1,2,no,no,no,no,no,0,no,semi-furnished
4200000,4600,Sector 5 Ulwe,3,2,2,yes,no,no,no,yes,1,no,semi-furnished
4200000,3640,Navi Basti,3,2,2,yes,no,yes,no,no,0,no,unfurnished
4200000,5800,Sector12 Kamothe,3,1,1,yes,no,no,yes,no,2,no,semi-furnished
4200000,7000,Sector 21 Kamothe,3,1,1,yes,no,no,no,no,3,no,furnished
4200000,4079,Sector 19 Kharghar,3,1,3,yes,no,no,no,no,0,no,semi-furnished
4200000,3520,Sector 5 Ulwe,3,1,2,yes,no,no,no,no,0,yes,semi-furnished
4200000,2145,Navi Basti,3,1,3,yes,no,no,no,no,1,yes,unfurnished
4200000,4500,Sector12 Kamothe,3,1,1,yes,no,yes,no,no,0,no,furnished
4193000,8250,Sector12 Kamothe,3,1,1,yes,no,yes,no,no,3,no,semi-furnished
4193000,3450,Sector9 Kamothe,3,1,2,yes,no,no,no,no,1,no,semi-furnished
4165000,4840,Sector12 Kamothe,3,1,2,yes,no,no,no,no,1,no,semi-furnished
4165000,4080,Sector9 Kamothe,3,1,2,yes,no,no,no,no,2,no,semi-furnished
4165000,4046,Sector12 Kamothe,3,1,2,yes,no,yes,no,no,1,no,semi-furnished
4130000,4632,Sector9 Kamothe,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
4130000,5985,Sector 17 Ulwe,3,1,1,yes,no,yes,no,no,0,no,semi-furnished
4123000,6060,Sector 17 Ulwe,2,1,1,yes,no,yes,no,no,1,no,semi-furnished
4098500,3600,Sector9 Kamothe,3,1,1,yes,no,yes,no,yes,0,yes,furnished
4095000,3680,Sector9 Kamothe,3,2,2,yes,no,no,no,no,0,no,semi-furnished
4095000,4040,Sector 17 Ulwe,2,1,2,yes,no,no,no,no,1,no,semi-furnished
4095000,5600,Sector 17 Ulwe,2,1,1,yes,no,no,no,yes,0,no,semi-furnished
4060000,5900,Sector 17 Ulwe,4,2,2,no,no,yes,no,no,1,no,unfurnished
4060000,4992,Taloja,3,2,2,yes,no,no,no,no,2,no,unfurnished
4060000,4340,Rutu Enclave,3,1,1,yes,no,no,no,no,0,no,semi-furnished
4060000,3000,taloja panchanand,4,1,3,yes,no,yes,no,yes,2,no,semi-furnished
4060000,4320,Virar West,3,1,2,yes,no,no,no,no,2,yes,furnished
4025000,3630,Chembur,3,2,2,yes,no,no,yes,no,2,no,semi-furnished
4025000,3460,Central Avenue,3,2,1,yes,no,yes,no,yes,1,no,furnished
4025000,5400,Chembur,3,1,1,yes,no,no,no,no,3,no,semi-furnished
4007500,4500,Chembur,3,1,2,no,no,yes,no,yes,0,no,semi-furnished
4007500,3460,Chembur,4,1,2,yes,no,no,no,yes,0,no,semi-furnished
3990000,4100,Chembur,4,1,1,no,no,yes,no,no,0,no,unfurnished
3990000,6480,Sector 20 Kamothe,3,1,2,no,no,no,no,yes,1,no,semi-furnished
3990000,4500,Sector 22 Kamothe,3,2,2,no,no,yes,no,yes,0,no,semi-furnished
3990000,3960,Sector 21 Kamothe,3,1,2,yes,no,no,no,no,0,no,furnished
3990000,4050,Sector 22 Kamothe,2,1,2,yes,yes,yes,no,no,0,yes,unfurnished
3920000,7260,Sector 18 Kamothe,3,2,1,yes,yes,yes,no,no,3,no,furnished
3920000,5500,Sector 22 Kamothe,4,1,2,yes,yes,yes,no,no,0,no,semi-furnished
3920000,3000,Sector-5 Kamothe,3,1,2,yes,no,no,no,no,0,no,semi-furnished
3920000,3290,Sector-6A Kamothe,2,1,1,yes,no,no,yes,no,1,no,furnished
3920000,3816,Sector 11 Kamothe,2,1,1,yes,no,yes,no,yes,2,no,furnished
3920000,8080,Sector-18 Ulwe,3,1,1,yes,no,no,no,yes,2,no,semi-furnished
3920000,2145,Sector 21 Kamothe,4,2,1,yes,no,yes,no,no,0,yes,unfurnished
3885000,3780,Sector-12 Kamothe,2,1,2,yes,yes,yes,no,no,0,no,semi-furnished
3885000,3180,Navi Basti,4,2,2,yes,no,no,no,no,0,no,furnished
3850000,5300,azad nagar,5,2,2,yes,no,no,no,no,0,no,semi-furnished
3850000,3180,Chembur,2,2,1,yes,no,yes,no,no,2,no,semi-furnished
3850000,7152,Sindhi Society Chembur,3,1,2,yes,no,no,no,yes,0,no,furnished
3850000,4080,Chembur,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3850000,3850,Kurla,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3850000,2015,Sahkar Nagar,3,1,2,yes,no,yes,no,no,0,yes,semi-furnished
3850000,2176,Deonar,2,1,2,yes,yes,no,no,no,0,yes,semi-furnished
3836000,3350,Kharghar,3,1,2,yes,no,no,no,no,0,no,unfurnished
3815000,3150,Kharghar,2,2,1,no,no,yes,no,no,0,no,semi-furnished
3780000,4820,Kandivali East,3,1,2,yes,no,no,no,no,0,no,semi-furnished
3780000,3420,Kharghar,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
3780000,3600,Taloja,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3780000,5830,Taloja,2,1,1,yes,no,no,no,no,2,no,unfurnished
3780000,2856,Taloja,3,1,3,yes,no,no,no,no,0,yes,furnished
3780000,8400,Lower Parel,2,1,1,yes,no,no,no,no,1,no,furnished
3773000,8250,Thane,3,1,1,yes,no,no,no,no,2,no,furnished
3773000,2520,Jankalyan Nagar,5,2,1,no,no,yes,no,yes,1,no,furnished
3773000,6930,Badlapur,4,1,2,no,no,no,no,no,1,no,furnished
3745000,3480,Badlapur,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
3710000,3600,Ambarnath,3,1,1,yes,no,no,no,no,1,no,unfurnished
3710000,4040,Ambarnath,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3710000,6020,Ambarnath,3,1,1,yes,no,no,no,no,0,no,semi-furnished
3710000,4050,Ambernath West,2,1,1,yes,no,no,no,no,0,no,furnished
3710000,3584,Vakola,2,1,1,yes,no,no,yes,no,0,no,semi-furnished
3703000,3120,Jankalyan Nagar,3,1,2,no,no,yes,yes,no,0,no,semi-furnished
3703000,5450,Jankalyan Nagar,2,1,1,yes,no,no,no,no,0,no,furnished
3675000,3630,Jankalyan Nagar,2,1,1,yes,no,yes,no,no,0,no,furnished
3675000,3630,Kamothe,2,1,1,yes,no,no,no,yes,0,no,unfurnished
3675000,5640,Kamothe,2,1,1,no,no,no,no,no,0,no,semi-furnished
3675000,3600,Kamothe,2,1,1,yes,no,no,no,no,0,no,furnished
3640000,4280,Sector 17 Ulwe,2,1,1,yes,no,no,no,yes,2,no,semi-furnished
3640000,3570,Kamothe,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3640000,3180,Kamothe,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3640000,3000,Kamothe,2,1,2,yes,no,no,no,yes,0,no,furnished
3640000,3520,Kamothe,2,2,1,yes,no,yes,no,no,0,no,semi-furnished
3640000,5960,Kamothe,3,1,2,yes,yes,yes,no,no,0,no,unfurnished
3640000,4130,Kamothe Sector 16,3,2,2,yes,no,no,no,no,2,no,semi-furnished
3640000,2850,Sector 17 Ulwe,3,2,2,no,no,yes,no,no,0,yes,unfurnished
3640000,2275,Kamothe,3,1,3,yes,no,no,yes,yes,0,yes,semi-furnished
3633000,3520,Kamothe,3,1,1,yes,no,no,no,no,2,yes,unfurnished
3605000,4500,Kamothe,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3605000,4000,Sector 17 Ulwe,2,1,1,yes,no,no,no,no,0,yes,semi-furnished
3570000,3150,Kamothe,3,1,2,yes,no,yes,no,no,0,no,furnished
3570000,4500,Kamothe,4,2,2,yes,no,yes,no,no,2,no,furnished
3570000,4500,Kamothe,2,1,1,no,no,no,no,no,0,no,furnished
3570000,3640,Kamothe,2,1,1,yes,no,no,no,no,0,no,unfurnished
3535000,3850,Kamothe,3,1,1,yes,no,no,no,no,2,no,unfurnished
3500000,4240,Kamothe,3,1,2,yes,no,no,no,yes,0,no,semi-furnished
3500000,3650,Kamothe,3,1,2,yes,no,no,no,no,0,no,unfurnished
3500000,4600,Kamothe,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3500000,2135,Kamothe,3,2,2,no,no,no,no,no,0,no,unfurnished
3500000,3036,Kamothe,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3500000,3990,Kamothe,3,1,2,yes,no,no,no,no,0,no,semi-furnished
3500000,7424,Sector 17 Ulwe,3,1,1,no,no,no,no,no,0,no,unfurnished
3500000,3480,Kamothe,3,1,1,no,no,no,no,yes,0,no,unfurnished
3500000,3600,Almeida Park,6,1,2,yes,no,no,no,no,1,no,unfurnished
3500000,3640,Khar,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000,5900,Bandra West,2,1,1,yes,no,no,no,no,1,no,furnished
3500000,3120,Pali Hill,3,1,2,yes,no,no,no,no,1,no,unfurnished
3500000,7350,15th Road,2,1,1,yes,no,no,no,no,1,no,semi-furnished
3500000,3512,Palghar,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3500000,9500,Chembur,3,1,2,yes,no,no,no,no,3,yes,unfurnished
3500000,5880,Kharghar,2,1,1,yes,no,no,no,no,0,no,unfurnished
3500000,12944,Sector13 Kharghar,3,1,1,yes,no,no,no,no,0,no,unfurnished
3493000,4900,Sector 20 Kharghar,3,1,2,no,no,no,no,no,0,no,unfurnished
3465000,3060,Kharghar,3,1,1,yes,no,no,no,no,0,no,unfurnished
3465000,5320,Kharghar,2,1,1,yes,no,no,no,no,1,yes,unfurnished
3465000,2145,Kharghar,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000,4000,Kharghar,2,1,1,yes,no,no,no,no,0,no,unfurnished
3430000,3185,Kharghar,2,1,1,yes,no,no,no,no,2,no,unfurnished
3430000,3850,Kharghar,3,1,1,yes,no,no,no,no,0,no,unfurnished
3430000,2145,Kharghar,3,1,3,yes,no,no,no,no,0,yes,furnished
3430000,2610,Sector 21 Kharghar,3,1,2,yes,no,yes,no,no,0,yes,unfurnished
3430000,1950,Sector 12 Kharghar,3,2,2,yes,no,yes,no,no,0,yes,unfurnished
3423000,4040,Kharghar,2,1,1,yes,no,no,no,no,0,no,unfurnished
3395000,4785,Kharghar,3,1,2,yes,yes,yes,no,yes,1,no,furnished
3395000,3450,Kharghar,3,1,1,yes,no,yes,no,no,2,no,unfurnished
3395000,3640,Kharghar,2,1,1,yes,no,no,no,no,0,no,furnished
3360000,3500,Sector 21 Kharghar,4,1,2,yes,no,no,no,yes,2,no,unfurnished
3360000,4960,Kharghar,4,1,3,no,no,no,no,no,0,no,semi-furnished
3360000,4120,Kharghar,2,1,2,yes,no,no,no,no,0,no,unfurnished
3360000,4750,Kharghar,2,1,1,yes,no,no,no,no,0,no,unfurnished
3360000,3720,Kharghar,2,1,1,no,no,no,no,yes,0,no,unfurnished
3360000,3750,Kharghar,3,1,1,yes,no,no,no,no,0,no,unfurnished
3360000,3100,Santacruz West,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3360000,3185,Vivek Vidyalaya Marg,2,1,1,yes,no,yes,no,no,2,no,furnished
3353000,2700,Goregaon West,3,1,1,no,no,no,no,no,0,no,furnished
3332000,2145,Goregaon West,3,1,2,yes,no,yes,no,no,0,yes,furnished
3325000,4040,Vasai east,2,1,1,yes,no,no,no,no,1,no,unfurnished
3325000,4775,Nahur,4,1,2,yes,no,no,no,no,0,no,unfurnished
3290000,2500,Badlapur West,2,1,1,no,no,no,no,yes,0,no,unfurnished
3290000,3180,Thane West,4,1,2,yes,no,yes,no,yes,0,no,unfurnished
3290000,6060,Thane,3,1,1,yes,yes,yes,no,no,0,no,furnished
3290000,3480,Panvel,4,1,2,no,no,no,no,no,1,no,semi-furnished
3290000,3792,Kalyan,4,1,2,yes,no,no,no,no,0,no,semi-furnished
3290000,4040,Badlapur East,2,1,1,yes,no,no,no,no,0,no,unfurnished
3290000,2145,Ambernath West,3,1,2,yes,no,yes,no,no,0,yes,furnished
3290000,5880,Mira Bhayandar,3,1,1,yes,no,no,no,no,1,no,unfurnished
3255000,4500,Malad West,2,1,1,no,no,no,no,no,0,no,semi-furnished
3255000,3930,Goregaon West,2,1,1,no,no,no,no,no,0,no,unfurnished
3234000,3640,Malad West,4,1,2,yes,no,yes,no,no,0,no,unfurnished
3220000,4370,Malad West,3,1,2,yes,no,no,no,no,0,no,unfurnished
3220000,2684,Malad West,2,1,1,yes,no,no,no,yes,1,no,unfurnished
3220000,4320,Juhu,3,1,1,no,no,no,no,no,1,no,unfurnished
3220000,3120,Kalyan,3,1,2,no,no,no,no,no,0,no,furnished
3150000,3450,Naigaon East,1,1,1,yes,no,no,no,no,0,no,furnished
3150000,3986,Naigaon East,2,2,1,no,yes,yes,no,no,1,no,unfurnished
3150000,3500,Ambarnath,2,1,1,no,no,yes,no,no,0,no,semi-furnished
3150000,4095,Mira Road East,2,1,1,yes,no,no,no,no,2,no,semi-furnished
3150000,1650,Ulwe,3,1,2,no,no,yes,no,no,0,no,unfurnished
3150000,3450,Sector 21 Ulwe,3,1,2,yes,no,yes,no,no,0,no,semi-furnished
3150000,6750,Bandra East,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3150000,9000,Dronagiri,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3150000,3069,Nerul,2,1,1,yes,no,no,no,no,1,no,unfurnished
3143000,4500,Karanjade,3,1,2,yes,no,no,no,yes,0,no,unfurnished
3129000,5495,Karanjade,3,1,1,yes,no,yes,no,no,0,no,unfurnished
3118850,2398,Karanjade,3,1,1,yes,no,no,no,no,0,yes,semi-furnished
3115000,3000,Karanjade,3,1,1,no,no,no,no,yes,0,no,unfurnished
3115000,3850,Karanjade,3,1,2,yes,no,no,no,no,0,no,unfurnished
3115000,3500,Karanjade,2,1,1,yes,no,no,no,no,0,no,unfurnished
3087000,8100,Sanpada,2,1,1,yes,no,no,no,no,1,no,unfurnished
3080000,4960,Sanpada,2,1,1,yes,no,yes,no,yes,0,no,unfurnished
3080000,2160,Sector-18 Ulwe,3,1,2,no,no,yes,no,no,0,no,semi-furnished
3080000,3090,Sector-8 Ulwe,2,1,1,yes,yes,yes,no,no,0,no,unfurnished
3080000,4500,Dronagiri,2,1,2,yes,no,no,yes,no,1,no,semi-furnished
3045000,3800,Dronagiri,2,1,1,yes,no,no,no,no,0,no,unfurnished
3010000,3090,Ulwe,3,1,2,no,no,no,no,no,0,no,semi-furnished
3010000,3240,Ulwe,3,1,2,yes,no,no,no,no,2,no,semi-furnished
3010000,2835,Sector-3 Ulwe,2,1,1,yes,no,no,no,no,0,no,semi-furnished
3010000,4600,Sector-3 Ulwe,2,1,1,yes,no,no,no,no,0,no,furnished
3010000,5076,Sector-3 Ulwe,3,1,1,no,no,no,no,no,0,no,unfurnished
3010000,3750,Dronagiri,3,1,2,yes,no,no,no,no,0,no,unfurnished
3010000,3630,Dronagiri,4,1,2,yes,no,no,no,no,3,no,semi-furnished
3003000,8050,Sector 17 Ulwe,2,1,1,yes,no,no,no,no,0,no,unfurnished
2975000,4352,Dronagiri,4,1,2,no,no,no,no,no,1,no,unfurnished
2961000,3000,Sector 23 Ulwe,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2940000,5850,Ulwe,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2940000,4960,Ulwe,2,1,1,yes,no,no,no,no,0,no,unfurnished
2940000,3600,Sector 17 Ulwe,3,1,2,no,no,no,no,no,1,no,unfurnished
2940000,3660,Nerul,4,1,2,no,no,no,no,no,0,no,unfurnished
2940000,3480,Sector 17 Ulwe,3,1,2,no,no,no,no,no,1,no,semi-furnished
2940000,2700,Dronagiri,2,1,1,no,no,no,no,no,0,no,furnished
2940000,3150,Dronagiri,3,1,2,no,no,no,no,no,0,no,unfurnished
2940000,6615,Sector 17 Ulwe,3,1,2,yes,no,no,no,no,0,no,semi-furnished
2870000,3040,Sector 23 Ulwe,2,1,1,no,no,no,no,no,0,no,unfurnished
2870000,3630,Sector 17 Ulwe,2,1,1,yes,no,no,no,no,0,no,unfurnished
2870000,6000,Sector 17 Ulwe,2,1,1,yes,no,no,no,no,0,no,semi-furnished
2870000,5400,ULWE SECTOR 19,4,1,2,yes,no,no,no,no,0,no,unfurnished
2852500,5200,Ulwe,4,1,3,yes,no,no,no,no,0,no,unfurnished
2835000,3300,Ulwe,3,1,2,no,no,no,no,no,1,no,semi-furnished
2835000,4350,Ghodbunder Road,3,1,2,no,no,no,yes,no,1,no,unfurnished
2835000,2640,Juhu,2,1,1,no,no,no,no,no,1,no,furnished
2800000,2650,Dronagiri,3,1,2,yes,no,yes,no,no,1,no,unfurnished
2800000,3960,Dronagiri,3,1,1,yes,no,no,no,no,0,no,furnished
2730000,6800,Dronagiri,2,1,1,yes,no,no,no,no,0,no,unfurnished
2730000,4000,Dronagiri,3,1,2,yes,no,no,no,no,1,no,unfurnished
2695000,4000,Panvel,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,3934,Karanjade,2,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,2000,Karanjade,2,1,2,yes,no,no,no,no,0,no,semi-furnished
2660000,3630,Karanjade,3,3,2,no,yes,no,no,no,0,no,unfurnished
2660000,2800,Karanjade,3,1,1,yes,no,no,no,no,0,no,unfurnished
2660000,2430,Karanjade,3,1,1,no,no,no,no,no,0,no,unfurnished
2660000,3480,Karanjade,2,1,1,yes,no,no,no,no,1,no,semi-furnished
2660000,4000,Bhiwandi,3,1,1,yes,no,no,no,no,0,no,semi-furnished
2653000,3185,Vasai,2,1,1,yes,no,no,no,yes,0,no,unfurnished
2653000,4000,Nala Sopara,3,1,2,yes,no,no,no,yes,0,no,unfurnished
2604000,2910,Nala Sopara,2,1,1,no,no,no,no,no,0,no,unfurnished
2590000,3600,Vasai,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000,4400,Bhiwandi,2,1,1,yes,no,no,no,no,0,no,unfurnished
2590000,3600,Nala Sopara,2,2,2,yes,no,yes,no,no,1,no,furnished
2520000,2880,Bhiwandi,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000,3180,Mira Road East,3,1,1,no,no,no,no,no,0,no,unfurnished
2520000,3000,Bhiwandi,2,1,2,yes,no,no,no,no,0,no,furnished
2485000,4400,Bhiwandi,3,1,2,yes,no,no,no,no,0,no,unfurnished
2485000,3000,Bhiwandi,3,1,2,no,no,no,no,no,0,no,semi-furnished
2450000,3210,Bhiwandi,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2450000,3240,Bhiwandi,2,1,1,no,yes,no,no,no,1,no,unfurnished
2450000,3000,Bhiwandi,2,1,1,yes,no,no,no,no,1,no,unfurnished
2450000,3500,Bhiwandi,2,1,1,yes,yes,no,no,no,0,no,unfurnished
2450000,4840,Nala Sopara,2,1,2,yes,no,no,no,no,0,no,unfurnished
2450000,7700,Nala Sopara,2,1,1,yes,no,no,no,no,0,no,unfurnished
2408000,3635,Nala Sopara,2,1,1,no,no,no,no,no,0,no,unfurnished
2380000,2475,Nala Sopara,3,1,2,yes,no,no,no,no,0,no,furnished
2380000,2787,Vasai,4,2,2,yes,no,no,no,no,0,no,furnished
2380000,3264,Vasai,2,1,1,yes,no,no,no,no,0,no,unfurnished
2345000,3640,Dadar East,2,1,1,yes,no,no,no,no,0,no,unfurnished
2310000,3180,Dahisar,2,1,1,yes,no,no,no,no,0,no,unfurnished
2275000,1836,Ghatkopar,2,1,1,no,no,yes,no,no,0,no,semi-furnished
2275000,3970,Ghatkopar,1,1,1,no,no,no,no,no,0,no,unfurnished
2275000,3970,Worli,3,1,2,yes,no,yes,no,no,0,no,unfurnished
2240000,1950,Breach Candy,3,1,1,no,no,no,yes,no,0,no,unfurnished
2233000,5300,Wadala,3,1,1,no,no,no,no,yes,0,yes,unfurnished
2135000,3000,Wadala,2,1,1,no,no,no,no,no,0,no,unfurnished
2100000,2400,Wadala,3,1,2,yes,no,no,no,no,0,no,unfurnished
2100000,3000,Wadala,4,1,2,yes,no,no,no,no,0,no,unfurnished
2100000,3360,Wadala,2,1,1,yes,no,no,no,no,1,no,unfurnished
1960000,3420,Kandivali West,5,1,2,no,no,no,no,no,0,no,unfurnished
1890000,1700,Andheri East,3,1,2,yes,no,no,no,no,0,no,unfurnished
1890000,3649,Goregaon East,2,1,1,yes,no,no,no,no,0,no,unfurnished
1855000,2990,Malad East,2,1,1,no,no,no,no,no,1,no,unfurnished
1820000,3000,Worli South Mumbai,2,1,1,yes,no,yes,no,no,2,no,unfurnished
1767150,2400,Andheri East,3,1,1,no,no,no,no,no,0,no,semi-furnished
1750000,3620,Asangaon,2,1,1,yes,no,no,no,no,0,no,unfurnished
1750000,2910,Thane,3,1,1,no,no,no,no,no,0,no,furnished
1750000,3850,Koparkhairane Station Road,3,1,2,yes,no,no,no,no,0,no,unfurnished
